original_smiles,radical_smiles,I,A,philicity,predicted_philicity
CCOC=C(C)C,C[CH]OC=C(C)C,7.551901363342749,-0.6852155625207745,0.7155321199089797,0.5880511076218553
CCOC=C(C)C,CCO[C]=C(C)C,8.360291565475341,0.3601883658484167,1.1882154569607113,1.1353190849464192
C1C2CC1(NC2)C(=O)N,[CH]1[C@@H]2C[C@]1(NC2)C(=O)N,8.359999959296479,-0.0300292871665951,1.0337927520901606,1.0234316036067135
CCOC=C(C)C,[CH2]COC=C(C)C,8.718910347812066,-0.1806481258022737,1.0239541937381116,1.0428705386847095
C1C2CC1(NC2)C(=O)N,C1[C@@H]2C[C@]1(N[CH]2)C(=O)N,7.036249593885768,-0.8743823370135437,0.5999616785197464,0.6179553678951559
C1C2CC1(NC2)C(=O)N,C1[C@@H]2[CH][C@]1(NC2)C(=O)N,8.29153812858178,-0.0316065571643595,1.0246498189761737,1.0100921289062113
C1C2CC1(NC2)C(=O)N,C1[C]2C[C@]1(NC2)C(=O)N,8.491861400064524,0.2725544284547914,1.168209574732489,1.1628757843611952
CN([C@@H](CS)C(=O)O)S,[CH2]N([C@@H](CS)C(=O)O)S,6.998922751372265,-0.7035536278436757,0.6431644585827239,0.6448221536515529
CN([C@@H](CS)C(=O)O)S,CN([C@@H]([CH]S)C(=O)O)S,7.48252287460483,0.054814976247678,0.9560732371163142,0.962361430600503
CN([C@@H](CS)C(=O)O)S,CN([C](CS)C(=O)O)S,7.8804456303630355,1.3753825939722617,1.6462245569171043,1.5967980954121226
C1COCC2=CC=CC=C21,C1[CH]OCc2ccccc12,7.289665054140877,-0.7779137849422058,0.65699551001738,0.6839122948023403
C1COCC2=CC=CC=C21,[CH]1COCc2ccccc12,7.113101224836007,0.7048336617326455,1.192211960736005,1.1823695661459943
C1COCC2=CC=CC=C21,C1CO[CH]c2ccccc12,6.491733122297367,0.200048770090389,0.8896652785748238,0.8928422284571552
C1COCC2=CC=CC=C21,C1COCC2=[C]C=CC=C12,9.096277913920982,0.818532660750442,1.4844541859687597,1.4863168133170785
C1COCC2=CC=CC=C21,C1COCC2=CC=[C]C=C12,9.138014778860567,0.644153981670429,1.4082351351220068,1.4038776540750944
C1COCC2=CC=CC=C21,C1COCC2=CC=C[C]=C12,9.082814546141876,0.7527571117967403,1.4516477017251568,1.465410422249165
