smiles,atom_y,split,radical_type
CN[C](CCSC)C(C)=O,"['nan', 'nan', 0.667707386133377, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]C(=O)[C@H](CCSC)NC,"[1.0483587789701159, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CN[C@@H]([CH]CSC)C(C)=O,"['nan', 'nan', 'nan', 0.7481327428518914, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CN[C@@H](C[CH]SC)C(C)=O,"['nan', 'nan', 'nan', 'nan', 0.6318320045877767, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]N[C@@H](CCSC)C(C)=O,"[0.4182512499959933, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]SCC[C@H](NC)C(C)=O,"[0.6205055758083474, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]c1nc(Cl)cc(SC)n1,"[1.1009348004853794, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]Sc1cc(Cl)nc(C)n1,"[0.7859403709831992, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Oc1ccc2n[c]sc2c1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1230172665989635, 'nan', 'nan', 'nan']",train,carbon
Oc1c[c]c2ncsc2c1,"['nan', 'nan', 'nan', 0.9976397420587987, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CSc1[c]c(Cl)nc(C)n1,"['nan', 'nan', 'nan', 1.19286037472106, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Oc1[c]cc2ncsc2c1,"['nan', 'nan', 1.0048091069422234, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=C1CO[CH]CO1,"['nan', 'nan', 'nan', 'nan', 0.7208937130479255, 'nan', 'nan']",train,carbon
O=[N+]([O-])c1[c]nc(Cl)cn1,"['nan', 'nan', 'nan', 'nan', 1.1594527099417922, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]n1ncc(S(=O)(=O)Cl)n1,"[1.0982318207381405, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=[N+]([O-])c1cnc(Cl)[c]n1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.16368326343765, 'nan']",train,carbon
Cn1n[c]c(S(=O)(=O)Cl)n1,"['nan', 'nan', 'nan', 1.3074325394163642, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=C1COC[CH]O1,"['nan', 'nan', 'nan', 'nan', 'nan', 0.7225388158303592, 'nan']",train,carbon
OCc1c[c]cc(Cl)c1,"['nan', 'nan', 'nan', 'nan', 0.9697798363996487, 'nan', 'nan', 'nan', 'nan']",train,carbon
Nc1[c]c(=O)[nH]cn1,"['nan', 'nan', 1.037676714201325, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=C1[CH]OCCO1,"['nan', 'nan', 0.8747910076361892, 'nan', 'nan', 'nan', 'nan']",train,carbon
Nc1cc(=O)[nH][c]n1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0238456849493112, 'nan']",train,carbon
Oc1[c]c2scnc2cc1,"['nan', 'nan', 1.15653932466949, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
OCc1[c]ccc(Cl)c1,"['nan', 'nan', 'nan', 0.9657536748333615, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
OCc1cc[c]c(Cl)c1,"['nan', 'nan', 'nan', 'nan', 'nan', 1.033645009070137, 'nan', 'nan', 'nan']",train,carbon
OCc1[c]c(Cl)ccc1,"['nan', 'nan', 'nan', 1.059661542986177, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]OC(=O)CBr,"[0.7482894665017542, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O[CH]c1cccc(Cl)c1,"['nan', 0.7553589040144666, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
COC(=O)[CH]Br,"['nan', 'nan', 'nan', 'nan', 1.0720252689506766, 'nan']",train,carbon
[CH2]c1c(N)ccc(I)c1F,"[0.8683948203130863, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]C(=O)c1nccn1C,"[1.0967142299031423, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C#Cc1ncc([CH2])cc1N,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.9518701970222044, 'nan', 'nan', 'nan']",train,carbon
C#Cc1n[c]c(C)cc1N,"['nan', 'nan', 'nan', 'nan', 0.7678895484440691, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CC(=O)c1n[c]cn1C,"['nan', 'nan', 'nan', 'nan', 'nan', 0.968406055244935, 'nan', 'nan', 'nan']",train,carbon
[CH2]n1ccnc1C(C)=O,"[0.8610223606210388, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[C]#Cc1ncc(C)cc1N,"[1.3398125946607395, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Cc1c(N)c[c]c(I)c1F,"['nan', 'nan', 'nan', 'nan', 'nan', 1.021148132965004, 'nan', 'nan', 'nan', 'nan']",train,carbon
C#Cc1ncc(C)[c]c1N,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0398447184853274, 'nan', 'nan']",train,carbon
Cc1c(N)[c]cc(I)c1F,"['nan', 'nan', 'nan', 'nan', 1.03395324594291, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C#Cc1[c]ccc(CBr)c1,"['nan', 'nan', 'nan', 1.0075805829253766, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CC[CH]CSP(Cl)Cl,"['nan', 'nan', 0.7974019638942726, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C[CH]CCSP(Cl)Cl,"['nan', 0.6185770183846782, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]C1(C=O)CC=CC1,"[0.7703169563393499, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CCC[CH]SP(Cl)Cl,"['nan', 'nan', 'nan', 0.8318025353785937, 'nan', 'nan', 'nan', 'nan']",train,carbon
C#Cc1c[c]cc(CBr)c1,"['nan', 'nan', 'nan', 'nan', 0.9858293657112988, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
N#Cc1c[c]c(O)c(N)c1,"['nan', 'nan', 'nan', 'nan', 1.1585977818725686, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C#Cc1cccc([CH]Br)c1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.9275814582338971, 'nan', 'nan']",train,carbon
N#Cc1[c]cc(O)c(N)c1,"['nan', 'nan', 'nan', 1.0682285181966642, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C#Cc1[c]c(CBr)ccc1,"['nan', 'nan', 'nan', 1.03430069441415, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C#Cc1cc[c]c(CBr)c1,"['nan', 'nan', 'nan', 'nan', 'nan', 1.0230780114446727, 'nan', 'nan', 'nan', 'nan']",train,carbon
[C]#Cc1cccc(CBr)c1,"[1.431012832281557, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
N#Cc1[c]c(N)c(O)cc1,"['nan', 'nan', 'nan', 1.1123755606160897, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CC(=O)c1nc[c]n1C,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.201028118888573, 'nan', 'nan']",train,carbon
C[C@@]1(C=O)[CH]C=CC1,"['nan', 'nan', 'nan', 'nan', 0.7144514715697904, 'nan', 'nan', 'nan']",train,carbon
CC1([C]=O)CC=CC1,"['nan', 'nan', 0.6688379040543486, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C[C@]1(C=O)[CH]C=CC1,"['nan', 'nan', 'nan', 'nan', 0.677205603483469, 'nan', 'nan', 'nan']",train,carbon
C[C@@]1(C=O)C[C]=CC1,"['nan', 'nan', 'nan', 'nan', 'nan', 0.9068603305398806, 'nan', 'nan']",train,carbon
C[C@]1(C=O)C[C]=CC1,"['nan', 'nan', 'nan', 'nan', 'nan', 0.8842668685624606, 'nan', 'nan']",train,carbon
Fc1cccc2c1CN[CH]2,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.5536629660679213]",train,carbon
Fc1cccc2c1[CH]NC2,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.5387450637857982, 'nan', 'nan']",train,carbon
[CH2]C(P(=O)(O)O)P(=O)(O)O,"[0.8718530508525233, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Fc1c[c]cc2c1CNC2,"['nan', 'nan', 'nan', 0.9383790531579497, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]CNO,"[0.6814942000921057, 'nan', 'nan', 'nan']",train,carbon
F[CH]C(CF)(CF)CF,"['nan', 0.747173357332793, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
F[CH]C(CF)(CF)CF,"['nan', 0.7503012931137747, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=C(O)[C@H]1NC[C@@H]2[CH][C@H]12,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.7782057858190754, 'nan']",train,carbon
C[C](P(=O)(O)O)P(=O)(O)O,"['nan', 1.1405711625509698, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C[CH]NO,"['nan', 0.44232436592943, 'nan', 'nan']",train,carbon
Fc1cc[c]c2c1CNC2,"['nan', 'nan', 'nan', 'nan', 0.9540767204013515, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Fc1[c]ccc2c1CNC2,"['nan', 'nan', 1.0432806097113012, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=C(O)[C@H]1NC[C]2C[C@@H]21,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.8255306663609071, 'nan', 'nan']",train,carbon
OC(O)[C](Cl)Cl,"['nan', 'nan', 'nan', 0.8479998587176104, 'nan', 'nan']",train,carbon
O[C](O)C(Cl)Cl,"['nan', 0.6590123363306779, 'nan', 'nan', 'nan', 'nan']",train,carbon
F[CH]C(CF)(CF)CF,"['nan', 0.7469005480689115, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
F[CH]C(CF)(CF)CF,"['nan', 0.7471950016992149, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=C(O)[C@H]1N[CH][C@@H]2C[C@@H]21,"['nan', 'nan', 'nan', 'nan', 'nan', 0.34924024889802396, 'nan', 'nan', 'nan']",train,carbon
O=C(O)[C@H]1NC[C@@H]2C[C]21,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.8509162391260794]",train,carbon
O=C(O)[C]1NC[C@@H]2C[C@H]12,"['nan', 'nan', 'nan', 0.6412350734591165, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]c1scnc1CO,"[0.8857338150511725, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]n1nc(N)c(C#N)n1,"[0.956046470930829, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Cc1s[c]nc1CO,"['nan', 'nan', 'nan', 1.0855250186714898, 'nan', 'nan', 'nan', 'nan']",train,carbon
O=[C]c1cc(C(=O)O)cs1,"['nan', 0.805247446103645, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=Cc1[c]c(C(=O)O)cs1,"['nan', 'nan', 'nan', 1.2415727051012007, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=CCc1[c]cc(Br)cc1,"['nan', 'nan', 'nan', 'nan', 1.071613659107449, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Cc1scnc1[CH]O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.6233401515468947, 'nan']",train,carbon
O=[C]Cc1ccc(Br)cc1,"['nan', 0.752145864476637, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=CCc1c[c]c(Br)cc1,"['nan', 'nan', 'nan', 'nan', 'nan', 1.0749816347962968, 'nan', 'nan', 'nan', 'nan']",train,carbon
O=CCc1c[c]c(Br)cc1,"['nan', 'nan', 'nan', 'nan', 'nan', 1.081743865725077, 'nan', 'nan', 'nan', 'nan']",train,carbon
O=C[CH]c1ccc(Br)cc1,"['nan', 'nan', 1.1781820198067037, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=CCc1[c]cc(Br)cc1,"['nan', 'nan', 'nan', 'nan', 1.0514594713216814, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=Cc1cc(C(=O)O)[c]s1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.3400166461458851, 'nan']",train,carbon
Nc1[c]cc([N+](=O)[O-])cc1,"['nan', 'nan', 1.0889469391788151, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]c1c[nH]c(C(=O)OC)c1,"[0.6437998983137232, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Nc1[c]cc([N+](=O)[O-])cc1,"['nan', 'nan', 1.0886980461322666, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Nc1c[c]c([N+](=O)[O-])cc1,"['nan', 'nan', 'nan', 1.0822357035249157, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@](C)(O)c1coc(Cl)n1,"[0.850043711089319, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]OC(=O)c1cc(C)c[nH]1,"[0.6861691486302682, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]n1cc(I)c(=O)[nH]c1=O,"[0.8603860459459866, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Nc1c[c]c([N+](=O)[O-])cc1,"['nan', 'nan', 'nan', 1.083229084175584, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Clc1cccc([C@H]2[CH]C2)n1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.7771065535317433, 'nan', 'nan']",train,carbon
[CH2][C@@](C)(O)c1coc(Cl)n1,"[0.8169785527442495, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Clc1cccc([C@@H]2[CH]C2)n1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.7781566858338803, 'nan', 'nan']",train,carbon
Clc1cccc([C]2CC2)n1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.8375092527809963, 'nan', 'nan', 'nan']",train,carbon
Clc1c[c]cc(C2CC2)n1,"['nan', 'nan', 'nan', 1.0375884518931149, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=C1C[CH]C=C1CO,"['nan', 'nan', 'nan', 1.0152020621908435, 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]c1cnc(C(N)=O)cn1,"[1.0970361978797611, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
COC(=O)c1cc(C)[c][nH]1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1095716894833592, 'nan']",train,carbon
Clc1cc[c]c(C2CC2)n1,"['nan', 'nan', 'nan', 'nan', 1.0323633146152347, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
S=C1N[C@H]2C[CH]CC[C@H]2S1,"['nan', 'nan', 'nan', 'nan', 'nan', 0.7368107331406929, 'nan', 'nan', 'nan', 'nan']",train,carbon
S=C1N[C@H]2CCC[CH][C@H]2S1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.7421277423147803, 'nan', 'nan']",train,carbon
Clc1[c]ccc(C2CC2)n1,"['nan', 'nan', 1.0622852092139754, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
S=C1N[C@H]2CC[CH]C[C@H]2S1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.7277381635691172, 'nan', 'nan', 'nan']",train,carbon
O=C1CC[C]=C1CO,"['nan', 'nan', 'nan', 'nan', 1.0488758095410005, 'nan', 'nan', 'nan']",train,carbon
O=C1CCC=C1[CH]O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.6242344088539719, 'nan']",train,carbon
O=C1[CH]CC=C1CO,"['nan', 'nan', 1.106876454120817, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Cc1[c]nc(C(N)=O)cn1,"['nan', 'nan', 0.9541267324527367, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
S=C1N[C@H]2CCCC[C]2S1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.799932356270174, 'nan']",train,carbon
S=C1N[C]2CCCC[C@H]2S1,"['nan', 'nan', 'nan', 0.7106688520082816, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
COC(=O)c1[c]c(C)c[nH]1,"['nan', 'nan', 'nan', 'nan', 'nan', 1.0158977696355933, 'nan', 'nan', 'nan', 'nan']",train,carbon
S=C1N[C@H]2[CH]CCC[C@H]2S1,"['nan', 'nan', 'nan', 'nan', 0.8620584163877026, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=C(O)C[CH]N(O)O,"['nan', 'nan', 'nan', 'nan', 0.6904377777586398, 'nan', 'nan', 'nan']",train,carbon
[CH2]c1cc(C)c(Br)c(Br)n1,"[1.0369357703754494, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=C(O)[CH]CN(O)O,"['nan', 'nan', 'nan', 1.15901542016148, 'nan', 'nan', 'nan', 'nan']",train,carbon
N[CH]C(CN)CN,"['nan', 0.3704026012671668, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CC(C)(O)c1[c]oc(Cl)n1,"['nan', 'nan', 'nan', 'nan', 'nan', 1.2077513676219098, 'nan', 'nan', 'nan', 'nan']",train,carbon
NC[C](CN)CN,"['nan', 'nan', 0.6802375833848863, 'nan', 'nan', 'nan', 'nan']",train,carbon
N[CH]C(CN)CN,"['nan', 0.27960262145202697, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
N[CH]C(CN)CN,"['nan', 0.2698157155399595, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH]1CN[C@H](c2nn[nH]n2)C1,"[0.5753061068623324, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH]1[C@H]2C[C@H]3C[C@@H]1C[C@@H](C2)S3,"[0.592845282288882, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C1[C]2C[C@H]3C[C@@H]1C[C@H](C3)S2,"['nan', 0.7023771431735699, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH]1CCN[C@@H]1c1nn[nH]n1,"[0.6436760159228095, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C1[C]2C[C@@H]3C[C@H]1C[C@H](C2)S3,"['nan', 0.5818690271874221, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C1[C]2C[C@H]3C[C@@H]1C[C@H](C3)S2,"['nan', 0.7023368000705776, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C1[C]2C[C@@H]3C[C@H]1C[C@H](C2)S3,"['nan', 0.5818831287556507, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]c1ccc(CCCBr)o1,"[0.740305569916053, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C1CN[C](c2nn[nH]n2)C1,"['nan', 'nan', 'nan', 0.5013147914683761, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH]1[C@@H]2C[C@H]3C[C@@H](C2)S[C@@H]1C3,"[0.6150433675340936, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]/C(=C/CC(=O)O)C(=O)O,"[0.9483519432847858, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH]1[C@H]2C[C@@H]3C[C@H](C2)S[C@H]1C3,"[0.6161726212103372, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH]1[C@@H]2C[C@H]3C[C@@H](C2)S[C@@H]1C3,"[0.6150395067127356, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH]1[C@H]2C[C@@H]3C[C@H](C2)S[C@H]1C3,"[0.6161804995129712, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C/C(=C/[CH]C(=O)O)C(=O)O,"['nan', 'nan', 'nan', 1.2180689942585243, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Cc1ccc([CH]CCBr)o1,"['nan', 'nan', 'nan', 'nan', 'nan', 0.6900657851120457, 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH]1CC[C@@H](c2nn[nH]n2)N1,"[0.3138402056759233, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Cc1ccc(CC[CH]Br)o1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.706743863980272, 'nan', 'nan']",train,carbon
Cc1ccc(C[CH]CBr)o1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.882044136850724, 'nan', 'nan', 'nan']",train,carbon
C/C(=[C]/CC(=O)O)C(=O)O,"['nan', 'nan', 1.0101535856053538, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]CC1=NN(C)C(=O)C1,"[0.7579170058481896, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]N1N=C(CC)CC1=O,"[0.5915760311267688, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@@](C)(NCC=C)C(N)=O,"[0.6371876583239888, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]/C(=C\Cl)N(C)C,"[0.8149253630642699, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Cc1c[c]c(CCCBr)o1,"['nan', 'nan', 'nan', 1.0154353099357065, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@H](C)SCC=O,"[0.7842860564054831, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
N#C[CH]OCCCO,"['nan', 'nan', 0.909028017873232, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
N#CCOC[CH]CO,"['nan', 'nan', 'nan', 'nan', 'nan', 0.9546465036880559, 'nan', 'nan']",train,carbon
N#CCO[CH]CCO,"['nan', 'nan', 'nan', 'nan', 0.6870911532838453, 'nan', 'nan', 'nan']",train,carbon
Cc1[c]cc(CCCBr)o1,"['nan', 'nan', 1.0055592227169332, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]N(C)/C(C)=C/Cl,"[0.4682733242293202, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C/C(=[C]\Cl)N(C)C,"['nan', 'nan', 0.8813503858094514, 'nan', 'nan', 'nan', 'nan']",train,carbon
N#CCOCC[CH]O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.5089614545538774, 'nan']",train,carbon
C[C@@]([CH]S)(NCl)C(=O)O,"['nan', 'nan', 0.6808580836700784, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]N(C)/C(C)=C/Cl,"[0.5075765275509049, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@@H](C)SCC=O,"[0.7428042881724622, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C=C[CH]NC(C)(C)C(N)=O,"['nan', 'nan', 0.6111544227396952, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C[C](C)SCC=O,"['nan', 0.7234038240922593, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH]=C1CC(CCO)C1,"[0.7655238722549548, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C=C1[CH][C@H](CCO)C1,"['nan', 'nan', 0.757841910439936, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]CCCC#CCC,"[0.5898376434633867, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C[CH]CCC#CCC,"['nan', 0.5216689671436503, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@@](CS)(NCl)C(=O)O,"[0.984896356244427, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@](C)(NCC=C)C(N)=O,"[0.787226374676351, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH]=CCNC(C)(C)C(N)=O,"[0.8064728541118329, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C=[C]CNC(C)(C)C(N)=O,"['nan', 0.8358564830989579, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C=C1C[C](CCO)C1,"['nan', 'nan', 'nan', 0.5703323868347236, 'nan', 'nan', 'nan', 'nan']",train,carbon
CC(C)S[CH]C=O,"['nan', 'nan', 'nan', 'nan', 1.0230898630599727, 'nan', 'nan']",train,carbon
C=C1[CH][C@@H](CCO)C1,"['nan', 'nan', 0.7502658290018844, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CC(C)SC[C]=O,"['nan', 'nan', 'nan', 'nan', 'nan', 0.7157370812465867, 'nan']",train,carbon
