smiles,atom_y,split,radical_type
[CH2][C@](C)(CCC(=O)O)OC,"[0.7437740440691081, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@H](C)[C@H](C)C(=O)OCC,"[0.6680189719799495, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
COC(C)(C)[CH]CC(=O)O,"['nan', 'nan', 'nan', 'nan', 'nan', 0.7340997739867796, 'nan', 'nan', 'nan', 'nan']",train,carbon
CCOC(=O)[C](C)C(C)C,"['nan', 'nan', 'nan', 'nan', 'nan', 0.6981535612527956, 'nan', 'nan', 'nan', 'nan']",train,carbon
COC(C)(C)C[CH]C(=O)O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.939666504694333, 'nan', 'nan', 'nan']",train,carbon
[CH2][C@H](C(=O)OCC)C(C)C,"[0.728243893089396, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]OC(C)(C)CCC(=O)O,"[0.44866612720913207, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CCOC(=O)[C@@H](C)[C](C)C,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.5471637235949598, 'nan', 'nan']",train,carbon
[CH2][C@@](C)(CCC(=O)O)OC,"[0.7356278263764693, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@@H](C)[C@H](C)C(=O)OCC,"[0.6760633066599488, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]CCC/C=C\CC(C)=O,"[0.5816523306082663, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C[CH]CC/C=C\CC(C)=O,"['nan', 0.523157631457865, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CC[CH]C/C=C\CC(C)=O,"['nan', 'nan', 0.5748065719981722, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CCC[CH]/C=C\CC(C)=O,"['nan', 'nan', 'nan', 0.7426753466569254, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CCCC/[C]=C\CC(C)=O,"['nan', 'nan', 'nan', 'nan', 0.778936167339756, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CCCC/C=[C]\CC(C)=O,"['nan', 'nan', 'nan', 'nan', 'nan', 0.7790457076241248, 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]C(=O)C/C=C\CCCC,"[1.0950314180656282, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@]1(C)CCC(C)(C)[C@@H]1O,"[0.7562261052331225, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CC1(C)[CH]CC(C)(C)[C@@H]1O,"['nan', 'nan', 'nan', 0.5805062026032468, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CC1(C)[CH]CC(C)(C)[C@H]1O,"['nan', 'nan', 'nan', 0.5957871852145656, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@@H](C=O)N(C)CC(C)C,"[0.7331528041163525, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@@]1(C)CCC(C)(C)[C@H]1O,"[0.7542065367353008, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@]1(C)CCC(C)(C)[C@H]1O,"[0.6284636725947458, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@@]1(C)CCC(C)(C)[C@@H]1O,"[0.6417126588488835, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C[C](C=O)N(C)CC(C)C,"['nan', 0.7929601879514645, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]N(C)C(=O)NCCSC,"[0.4538333503303647, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]N(C)C(=O)NCCSC,"[0.5866309469806008, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CC(C)CN(C)[C@@H](C)[C]=O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.6667541872303145, 'nan']",train,carbon
CC1(C)CCC(C)(C)[C]1O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.37401198226537746, 'nan']",train,carbon
CC(C)[CH]N(C)[C@@H](C)C=O,"['nan', 'nan', 'nan', 0.47898690609202293, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CSC[CH]NC(=O)N(C)C,"['nan', 'nan', 'nan', 0.5985153953801622, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]N(CC(C)C)[C@@H](C)C=O,"[0.4276843966833672, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@@H](C)CN(C)[C@@H](C)C=O,"[0.667005864299022, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C[C](C)CN(C)[C@@H](C)C=O,"['nan', 0.5860915676680688, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]SCCNC(=O)N(C)C,"[0.528754583560642, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@H](C)CN(C)[C@@H](C)C=O,"[0.6817202587819842, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CS[CH]CNC(=O)N(C)C,"['nan', 'nan', 0.6388892326320245, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
COC(=O)[C@@H]1CCC[C]2CCCC[C@@H]21,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.5338081548215571, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
COC(=O)[C@@H]1CCC[C@H]2[CH]CCC[C@@H]21,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.5422682745621338, 'nan', 'nan', 'nan', 'nan']",train,carbon
COC(=O)[C@@H]1CCC[C@H]2C[CH]CC[C@@H]21,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.5409152565321695, 'nan', 'nan', 'nan']",train,carbon
COC(=O)[C@@H]1CCC[C@H]2CC[CH]C[C@@H]21,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.5517528229030393, 'nan', 'nan']",train,carbon
COC(=O)[C@@H]1CCC[C@H]2CCC[CH][C@@H]21,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.5892031105502537, 'nan']",train,carbon
COC(=O)[C@@H]1CCC[C@H]2CCCC[C]21,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.6183300206494492]",train,carbon
COC(=O)[C@@H]1[CH]CC[C@H]2CCCC[C@@H]21,"['nan', 'nan', 'nan', 'nan', 'nan', 0.6483862454644395, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
COC(=O)[C@@H]1C[CH]C[C@H]2CCCC[C@@H]21,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.532643177496169, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
COC(=O)[C@@H]1CC[CH][C@H]2CCCC[C@@H]21,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.5320620755230719, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
COC(=O)[C]1CCC[C@H]2CCCC[C@H]12,"['nan', 'nan', 'nan', 'nan', 0.7421305612018284, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]OC(=O)[C@@H]1CCC[C@H]2CCCC[C@@H]21,"[0.6749188301469313, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]c1cc(N)c(O)c(Br)c1,"[0.7798974896093723, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=c1[nH]nc[c]c1Cl,"['nan', 'nan', 'nan', 'nan', 'nan', 1.218602801617011, 'nan', 'nan']",train,carbon
O=c1[nH]n[c]cc1Cl,"['nan', 'nan', 'nan', 'nan', 1.0834011707690827, 'nan', 'nan', 'nan']",train,carbon
O=C([CH]Br)C(F)(F)F,"['nan', 'nan', 1.297450317381546, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Brc1c[c]cc2[nH]ccc12,"['nan', 'nan', 'nan', 0.9399047529627783, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
NNS(=O)(=O)c1[c][nH]nc1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.3615969796489003, 'nan', 'nan', 'nan']",train,carbon
NNS(=O)(=O)c1[c]n[nH]c1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1770688001501775, 'nan', 'nan', 'nan']",train,carbon
Cc1[c]c(Br)c(O)c(N)c1,"['nan', 'nan', 1.0076400968699197, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Cc1[c]c(N)c(O)c(Br)c1,"['nan', 'nan', 0.9705336811592199, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]n1ccc(=S)cc1,"[0.9190932319502265, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
NNCc1c[c]cc(O)c1,"['nan', 'nan', 'nan', 'nan', 'nan', 0.9345876029287877, 'nan', 'nan', 'nan', 'nan']",train,carbon
Cn1[c]cc(=S)cc1,"['nan', 'nan', 1.1814919531692312, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
NNCc1[c]c(O)ccc1,"['nan', 'nan', 'nan', 'nan', 0.9926251136951202, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
NN[CH]c1cccc(O)c1,"['nan', 'nan', 0.6193501690618824, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
NNCc1[c]ccc(O)c1,"['nan', 'nan', 'nan', 'nan', 0.9412863226809027, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
N#Cc1nc([C]=O)cs1,"['nan', 'nan', 'nan', 'nan', 'nan', 0.8386979534611115, 'nan', 'nan', 'nan']",train,carbon
Cn1[c]cc(=S)cc1,"['nan', 'nan', 1.1841650081061053, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Brc1[c]ccc2[nH]ccc12,"['nan', 'nan', 0.9670860482278654, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Cn1c[c]c(=S)cc1,"['nan', 'nan', 'nan', 0.9866574955474856, 'nan', 'nan', 'nan', 'nan']",train,carbon
Brc1cc[c]c2[nH]ccc12,"['nan', 'nan', 'nan', 'nan', 1.026050557655681, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]N1C(=O)CCC1=O,"[0.773631757856555, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CN1C(=O)[CH]CC1=O,"['nan', 'nan', 'nan', 'nan', 1.1028163426329465, 'nan', 'nan', 'nan']",train,carbon
[CH2]n1sc(Cl)c(Cl)c1=O,"[0.791793407737418, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Cn1c[c]c(=S)cc1,"['nan', 'nan', 'nan', 0.9862167924906682, 'nan', 'nan', 'nan', 'nan']",train,carbon
CN1C(=O)[CH]CC1=O,"['nan', 'nan', 'nan', 'nan', 1.102478927309762, 'nan', 'nan', 'nan']",train,carbon
N#Cc1nc(C=O)[c]s1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.4898529862797745, 'nan']",train,carbon
Brc1cccc2[nH][c]cc12,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1354118496253116, 'nan', 'nan']",train,carbon
[CH2]c1cc(Br)cc(F)c1C,"[0.9682411677391393, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]c1nnnn1CC(=O)O,"[1.0768385893766264, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
NNCc1cc[c]c(O)c1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0669200716911704, 'nan', 'nan', 'nan']",train,carbon
Cc1nnnn1[CH]C(=O)O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2751110636019327, 'nan', 'nan', 'nan']",train,carbon
[CH2]c1c(C)cc(Br)cc1F,"[0.9253868406451135, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C[C](O)[C@H]1C=CC(=O)O1,"['nan', 0.6249089123000339, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@H](O)[C@H]1C=CC(=O)O1,"[0.8461432915734479, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C[C@H](O)[C]1C=CC(=O)O1,"['nan', 'nan', 'nan', 1.0487179603660555, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Cc1[c]c(Br)cc(F)c1C,"['nan', 'nan', 1.0444965291336687, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[C]#Cc1ccc(F)cn1,"[1.477767070186975, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C[C@H](O)[C@H]1[C]=CC(=O)O1,"['nan', 'nan', 'nan', 'nan', 1.2299359140420456, 'nan', 'nan', 'nan', 'nan']",train,carbon
C#Cc1ccc(F)[c]n1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.9639723705262337, 'nan']",train,carbon
N[CH]c1cc(Br)c[nH]1,"['nan', 0.5402005191177657, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C#Cc1c[c]c(F)cn1,"['nan', 'nan', 'nan', 'nan', 1.1988265580623285, 'nan', 'nan', 'nan', 'nan']",train,carbon
C#Cc1[c]cc(F)cn1,"['nan', 'nan', 'nan', 1.1036641544968309, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C[C@H](O)[C@H]1C=[C]C(=O)O1,"['nan', 'nan', 'nan', 'nan', 'nan', 1.190214938570772, 'nan', 'nan', 'nan']",train,carbon
N#C[C@H](N[C]=O)C(=O)O,"['nan', 'nan', 'nan', 'nan', 0.9190439348737962, 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]Oc1cc(Br)[nH]n1,"[0.5639611188565758, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Nc1cc([C](F)F)no1,"['nan', 'nan', 'nan', 'nan', 0.798276429202422, 'nan', 'nan', 'nan', 'nan']",train,carbon
N#C[C](NC=O)C(=O)O,"['nan', 'nan', 1.3025057412609315, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=Cc1c[c]cc(Br)c1Br,"['nan', 'nan', 'nan', 'nan', 1.095801556019865, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=[C]c1cccc(Br)c1Br,"['nan', 0.7686431299326955, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=Cc1cc[c]c(Br)c1Br,"['nan', 'nan', 'nan', 'nan', 'nan', 1.1796837027637217, 'nan', 'nan', 'nan', 'nan']",train,carbon
O=Cc1[c]ccc(Br)c1Br,"['nan', 'nan', 'nan', 1.0920680844069732, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Brc1cccc2[nH]c[c]c12,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0389766373230227, 'nan']",train,carbon
N#Cc1c(I)c[c]nc1Cl,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0952546726215149, 'nan', 'nan', 'nan']",train,carbon
[CH]=C(C#N)CCC#N,"[1.126316772630459, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C=C(C#N)[CH]CC#N,"['nan', 'nan', 'nan', 'nan', 1.0751142743407462, 'nan', 'nan', 'nan']",train,carbon
C[CH]C/C=C/CCl,"['nan', 0.6251117760562396, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]CC/C=C/CCl,"[0.6159879148228267, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CC[CH]/C=C/CCl,"['nan', 'nan', 0.8122631815114716, 'nan', 'nan', 'nan', 'nan']",train,carbon
N#Cc1c(I)[c]cnc1Cl,"['nan', 'nan', 'nan', 'nan', 'nan', 1.2888289496037983, 'nan', 'nan', 'nan', 'nan']",train,carbon
C=C(C#N)C[CH]C#N,"['nan', 'nan', 'nan', 'nan', 'nan', 1.155339186108303, 'nan', 'nan']",train,carbon
Nc1[c]c(C(F)F)no1,"['nan', 'nan', 1.2162691132782615, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CCC/[C]=C/CCl,"['nan', 'nan', 'nan', 0.842069573741638, 'nan', 'nan', 'nan']",train,carbon
CCC/C=[C]/CCl,"['nan', 'nan', 'nan', 'nan', 0.8447582480205407, 'nan', 'nan']",train,carbon
CCC/C=C/[CH]Cl,"['nan', 'nan', 'nan', 'nan', 'nan', 0.7626418871633952, 'nan']",train,carbon
NCc1cc(Br)[c][nH]1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0794962719963077, 'nan']",train,carbon
O[C@H]1[CH]CNC1,"['nan', 'nan', 0.684657960096022, 'nan', 'nan', 'nan']",train,carbon
O[C]1CCNC1,"['nan', 0.4406285105230384, 'nan', 'nan', 'nan', 'nan']",train,carbon
O[C@@H]1[CH]NCC1,"['nan', 'nan', 0.38836019822408807, 'nan', 'nan', 'nan']",train,carbon
O[C@H]1C[CH]NC1,"['nan', 'nan', 'nan', 0.3273322784919631, 'nan', 'nan']",train,carbon
COc1[c]c(Br)[nH]n1,"['nan', 'nan', 'nan', 1.1464329055125733, 'nan', 'nan', 'nan', 'nan']",train,carbon
O=C1[CH]NCCN1,"['nan', 'nan', 0.6081302428027472, 'nan', 'nan', 'nan', 'nan']",train,carbon
O=Nc1[c]ccc(Cl)c1,"['nan', 'nan', 'nan', 1.1345943326181718, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=C1CNC[CH]N1,"['nan', 'nan', 'nan', 'nan', 'nan', 0.5750144974387488, 'nan']",train,carbon
O=C1CN[CH]CN1,"['nan', 'nan', 'nan', 'nan', 0.4822556252439794, 'nan', 'nan']",train,carbon
S=c1[nH]c[c]cc1Cl,"['nan', 'nan', 'nan', 'nan', 1.2072357075862667, 'nan', 'nan', 'nan']",train,carbon
S=c1[nH]cc[c]c1Cl,"['nan', 'nan', 'nan', 'nan', 'nan', 1.1613716033704091, 'nan', 'nan']",train,carbon
O=Nc1[c]c(Cl)ccc1,"['nan', 'nan', 'nan', 1.1897140434497986, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
S=c1[nH][c]ccc1Cl,"['nan', 'nan', 'nan', 1.274885454508855, 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]Oc1cccc(C=O)c1,"[0.6695757311308924, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
COc1[c]ccc(C=O)c1,"['nan', 'nan', 'nan', 1.0386466190934736, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
COc1c[c]cc(C=O)c1,"['nan', 'nan', 'nan', 'nan', 0.9726595046127348, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
COc1cccc([C]=O)c1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.7057806559776082, 'nan', 'nan']",train,carbon
[CH2]c1c(C=O)[nH]c(C)c1Br,"[0.9137521880486353, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
COc1cc[c]c(C=O)c1,"['nan', 'nan', 'nan', 'nan', 'nan', 1.029141765703715, 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]c1cc(O)c(Cl)c(O)c1,"[0.9002657419281679, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
COc1[c]c(C=O)ccc1,"['nan', 'nan', 'nan', 1.0555775053424106, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Cc1[c]c(O)c(Cl)c(O)c1,"['nan', 'nan', 1.017011842639262, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Cc1[c]c(O)c(Cl)c(O)c1,"['nan', 'nan', 1.0174555358111017, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Cc1cc(Br)[c]c(F)c1C,"['nan', 'nan', 'nan', 'nan', 'nan', 1.151626801267231, 'nan', 'nan', 'nan', 'nan']",train,carbon
C[CH]c1oc(C)nc1C,"['nan', 0.6759652066118883, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]Cc1oc(C)nc1C,"[0.6662429107009454, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]c1nc(C)c(CC)o1,"[0.8583958555799284, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]c1nc(C)oc1CC,"[0.6826107669426165, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=S(=O)(Cl)c1[c]noc1,"['nan', 'nan', 'nan', 'nan', 'nan', 1.4140684778022723, 'nan', 'nan', 'nan']",train,carbon
Nc1cc[c]c(I)c1,"['nan', 'nan', 'nan', 'nan', 0.9711811426290049, 'nan', 'nan', 'nan']",train,carbon
[CH2]n1cnnc1S(=O)(=O)F,"[1.0801611706551748, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=S(=O)(Cl)c1[c]onc1,"['nan', 'nan', 'nan', 'nan', 'nan', 1.4921072909637467, 'nan', 'nan', 'nan']",train,carbon
Nc1[c]ccc(I)c1,"['nan', 'nan', 0.985905803951246, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Nc1[c]c(I)ccc1,"['nan', 'nan', 1.0341409127097128, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]n1cc(C=O)c(C)n1,"[0.8528633178705783, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Cn1[c]nnc1S(=O)(=O)F,"['nan', 'nan', 1.3819795061524978, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
Nc1c[c]cc(I)c1,"['nan', 'nan', 'nan', 0.9525383761660385, 'nan', 'nan', 'nan', 'nan']",train,carbon
NCc1[c]c(Br)c[nH]1,"['nan', 'nan', 'nan', 1.020766091785419, 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@@H](NC(F)(F)F)C(=O)O,"[0.8631041622141723, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]CNCC(=O)OC,"[0.7055233195882541, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]OC(=O)CNCC,"[0.696325970707911, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=c1[c]c(Br)[nH]c(=O)[nH]1,"['nan', 'nan', 1.2926214354034178, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CCN[CH]C(=O)OC,"['nan', 'nan', 'nan', 0.7295627993232505, 'nan', 'nan', 'nan', 'nan']",train,carbon
C[C](NC(F)(F)F)C(=O)O,"['nan', 0.9001491954206532, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C[CH]NCC(=O)OC,"['nan', 0.30154066797231305, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@](C)(C(=O)O)C(Cl)Cl,"[0.8654043593556647, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CC(C)([C](Cl)Cl)C(=O)O,"['nan', 'nan', 'nan', 0.8136083475591644, 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=[C]CN1C(=O)CCC1=O,"['nan', 0.8120285662671272, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@@](C)(C(=O)O)C(Cl)Cl,"[0.7914450362052733, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=CCN1C(=O)[CH]CC1=O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.121647303560142, 'nan', 'nan', 'nan']",train,carbon
NN([CH]C(=O)O)C(=O)CO,"['nan', 'nan', 1.0930811496815669, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
O=C[CH]N1C(=O)CCC1=O,"['nan', 'nan', 1.1458246086098394, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH]=CC(=O)N[C@H](O)C(=O)O,"[1.049378548346206, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
NN(CC(=O)O)C(=O)[CH]O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.7522094337571484, 'nan']",train,carbon
O=CCN1C(=O)[CH]CC1=O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1258828605749553, 'nan', 'nan', 'nan']",train,carbon
[CH2][C@](C)(N)C(=O)O,"[0.7529135313401626, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2][C@@](C)(N)C(=O)O,"[0.7582568744131616, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
C=CC(=O)N[C](O)C(=O)O,"['nan', 'nan', 'nan', 'nan', 'nan', 0.8996828136298206, 'nan', 'nan', 'nan', 'nan']",train,carbon
C=[C]C(=O)N[C@H](O)C(=O)O,"['nan', 1.1547373614954919, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
[CH2]/C(=C\CC=C)C(=O)O,"[0.8330994067996469, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
